URL,Product_id,BrandName,Category,Individual_category,category_by_Gender,DiscountPrice (in Rs),OriginalPrice (in Rs),DiscountOffer,DiscountOffercleaned,SizeOption,Ratings,Reviews,standard discount,,                            Myntra Sales Analysis,,,,,
https://www.myntra.com/track-pants/tokyo-talkies/tokyo-talkies-women-maroon-solid-port-royale-casual-straight-fit-track-pants/14154064/buy,14154064,Tokyo Talkies,Western,track-pants,Women,,1149,49,4900.0%,"S, M, L, XL",4.4,907,,,,,,,,
https://www.myntra.com/tshirts/maniac/maniac-men-yellow--navy-blue-printed-round-neck-pure-cotton-t-shirt/9256769/buy,9256769,Maniac,Topwear,tshirts,Men,483,1099,56,5600.0%,"S, M, L, XL",4,906,,,,,,,,
https://www.myntra.com/tshirts/wrogn/wrogn-white-printed-pure-cotton-t-shirt/1421972/buy,1421972,WROGN,Topwear,tshirts,Men,539,899,40,4000.0%,"S, M, L, XL, XXL",4.3,906,,,,,,,,
https://www.myntra.com/kurtas/sangria/sangria-women-green--orange-ethnic-print-straight-kurta/13437256/buy,13437256,Sangria,Indian Wear,kurtas,Women,374,1499,75,7500.0%,"XS, S, M, L, XL, XXL, 3XL",4.1,906,,,,,,,,
https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-2-t-shirts/16324074/buy,16324074,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,,2698,,,"S, M, L, XL, XXL",4.3,905,,,,,,,,
https://www.myntra.com/shirts/roadster/roadster-men-black--grey-slim-fit-checked-sustainable-casual-shirt/2116963/buy,2116963,Roadster,Topwear,shirts,Men,879,1599,45,4500.0%,"38, 40, 42, 44, 46, 48",4.1,905,,,,,,,,
https://www.myntra.com/tshirts/roadster/roadster-men-green-melange-solid-v-neck-t-shirt/1996729/buy,1996729,Roadster,Topwear,tshirts,Men,269,599,55,5500.0%,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.2,905,,,,,,,,
https://www.myntra.com/jeans/herenow/herenow-women-blue-bootcut-high-rise-clean-look-stretchable-cropped-jeans/9072729/buy,9072729,HERE&NOW,Plus Size,jeans,Women,629,2099,70,7000.0%,"26, 28, 30, 32, 34, 36, 38, 40",4.2,905,,,,,,,,
https://www.myntra.com/dresses/pluss/pluss-blue-striped-fit-and-flare-dress/7753715/buy,7753715,plusS,Plus Size,dresses,Women,809,2699,70,7000.0%,"S, M, L, XL, XXL, 3XL, 4XL",4.2,905,,,,,,,,
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-women-pack-of-2-t-shirts/17524574/buy,17524574,Mast & Harbour,Western,tshirts,Women,,1548,50,5000.0%,"S, XS, XL, L, M",4.1,905,,,,,,,,
https://www.myntra.com/tshirts/sassafras/sassafras-women-fluorescent-green-blessed-print-round-neck-t-shirt/12737822/buy,12737822,SASSAFRAS,Western,tshirts,Women,,899,60,6000.0%,"XS, S, M, L, XL, XXL",4.5,905,,,,,,,,
https://www.myntra.com/jeans/roadster/roadster-men-blue-skinny-fit-mid-rise-acid-wash-clean-look-stretchable-jeans/11274476/buy,11274476,Roadster,Bottom Wear,jeans,Men,,1999,,,"28, 30, 32, 34, 36",3.8,904,,,,,,,,
https://www.myntra.com/shirts/roadster/roadster-men-blue-pure-cotton-washed-denim-sustainable-shirt/1376192/buy,1376192,Roadster,Topwear,shirts,Men,719,1799,60,6000.0%,"38, 40, 42, 44",4.1,904,,,,,,,,
https://www.myntra.com/dresses/tokyo-talkies/tokyo-talkies-women-rust-red-floral-printed-dress/10088851/buy,10088851,Tokyo Talkies,Western,dresses,Women,,1399,66,6600.0%,"S, M, L, XL",4.2,904,,,,,,,,
https://www.myntra.com/tops/her-by-invictus/her-by-invictus-teal-blue--black-conversational-pleated-top/10821238/buy,10821238,her by invictus,Western,tops,Women,,1399,65,6500.0%,"S, M, L, XL, XXL",3.8,904,,,,,,,,
https://www.myntra.com/dresses/sassafras/sassafras-sea-green--red-floral-print-a-line-dress/1774662/buy,1774662,SASSAFRAS,Western,dresses,Women,,1399,49,4900.0%,"XS, S, M, L, XL, XXL",4.4,904,,,,,,,,
https://www.myntra.com/tshirts/roadster/-roadster-women-pack-of-2-cotton-t-shirts/17382688/buy,17382688,Roadster,Western,tshirts,Women,,1598,50,5000.0%,"XL, L, M, S, XS",4.2,904,,,,,,,,
https://www.myntra.com/shirts/highlander/highlander-men-black-slim-fit-casual-shirt/12027774/buy,12027774,HIGHLANDER,Topwear,shirts,Men,719,1199,40,4000.0%,"39, 40, 42, 44",4.4,903,,,,,,,,
https://www.myntra.com/tops/pluss/pluss-women-blue-printed-peplum-top/8715089/buy,8715089,plusS,Plus Size,tops,Women,539,1799,70,7000.0%,"S, M, L, XL, XXL, 3XL, 4XL",4.3,903,,,,,,,,
https://www.myntra.com/dresses/pluss/pluss-women-red-embroidered-fit--flare-dress/9657035/buy,9657035,plusS,Plus Size,dresses,Women,816,2041,60,6000.0%,"S, M, L, XL, XXL, 3XL, 4XL",4.1,903,,,,,,,,
https://www.myntra.com/shorts/dressberry/dressberry-women-stylish-black-solid-fringed-shorts/11264142/buy,11264142,DressBerry,Western,shorts,Women,,1399,30,3000.0%,"26, 28, 30, 32, 34, 36",4.2,903,,,,,,,,
https://www.myntra.com/dresses/street-9/street-9-navy-blue-one-shoulder-fit--flare-dress/7287282/buy,7287282,STREET 9,Western,dresses,Women,,1499,50,5000.0%,"XS, S, M, L, XL",4.3,903,,,,,,,,
https://www.myntra.com/dresses/tokyo-talkies/tokyo-talkies-women-rose-lace-shirt-dress/10981590/buy,10981590,Tokyo Talkies,Western,dresses,Women,,1799,49,4900.0%,"S, M, L, XL",4.3,903,,,,,,,,
https://www.myntra.com/tops/scorpius/scorpius-women-pack-of-2-solid-crop-pure-cotton-tops/9340383/buy,9340383,SCORPIUS,Western,tops,Women,,1998,50,5000.0%,"S, M, L, XL",4.1,903,,,,,,,,
https://www.myntra.com/jeans/kotty/kotty-women-black-boyfriend-fit-high-rise-clean-look-jeans/12161178/buy,12161178,Kotty,Western,jeans,Women,,1999,55,5500.0%,"26, 28, 30, 32",4.1,903,,,,,,,,
https://www.myntra.com/dresses/sassafras/sassafras-cream-coloured--pink-floral-printed-maxi-dress/11364356/buy,11364356,SASSAFRAS,Western,dresses,Women,,2499,50,5000.0%,"XS, S, M, L, XL, XXL",4.2,903,,,,,,,,
https://www.myntra.com/trousers/roadster/roadster-men-olive-green-slim-fit-printed-joggers/2145329/buy,2145329,Roadster,Bottom Wear,trousers,Men,1149,2299,50,5000.0%,"28, 30, 32, 34, 36, 38, 40",4.1,902,,,,,,,,
https://www.myntra.com/jeans/roadster/roadster-men-black-skinny-fit-mid-rise-clean-look-stretchable-lycra-fiber-jeans/9716723/buy,9716723,Roadster,Bottom Wear,jeans,Men,854,1899,55,5500.0%,"28, 30, 32, 34, 36, 38, 40",4,902,,,,,,,,
https://www.myntra.com/jeans/roadster/roadster-men-blue-skinny-fit-mid-rise-clean-look-stretchable-jeans/11274708/buy,11274708,Roadster,Bottom Wear,jeans,Men,719,1799,60,6000.0%,"28, 30, 32, 34, 36",3.9,902,,,,,,,,
https://www.myntra.com/sweatshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-solid-sweatshirt/1960337/buy,1960337,HRX by Hrithik Roshan,Sports Wear,sweatshirts,Men,979,2799,65,6500.0%,"S, M, L, XL, XXL",4.4,902,,,,,,,,
https://www.myntra.com/sweatshirts/campus-sutra/campus-sutra-men-navy-blue-solid-hooded-sweatshirt/10381405/buy,10381405,Campus Sutra,Topwear,sweatshirts,Men,730,1699,57,5700.0%,"S, M, L, XL",4,902,,,,,,,,
https://www.myntra.com/tops/her-by-invictus/her-by-invictus-white-semi-sheer-top/6939221/buy,6939221,her by invictus,Western,tops,Women,,1799,50,5000.0%,"S, M, L, XL, XXL",4.1,902,,,,,,,,
https://www.myntra.com/tops/tokyo-talkies/tokyo-talkies-women-black--white-striped-top/12009576/buy,12009576,Tokyo Talkies,Western,tops,Women,,799,54,5400.0%,"S, M, L, XL",4.3,902,,,,,,,,
https://www.myntra.com/tshirts/kook-n-keech/kook-n-keech-women-white-graphic-printed-cotton-pure-cotton-t-shirt/12104196/buy,12104196,Kook N Keech,Western,tshirts,Women,,1199,,,"XS, S, M, L, XL",4.5,902,,,,,,,,
https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-solid-regular-fit-rapid-dry-cricket-track-pants/11640816/buy,11640816,HRX by Hrithik Roshan,Bottom Wear,track-pants,Men,,1399,,,"S, M, L, XL, XXL",4.1,901,,,,,,,,
https://www.myntra.com/tshirts/herenow/herenow-men-grey--white-dyed-round-neck-pure-cotton-t-shirt/9376103/buy,9376103,HERE&NOW,Topwear,tshirts,Men,404,899,55,5500.0%,"S, M, L, XL, XXL",4.3,901,,,,,,,,
https://www.myntra.com/sarees/tikhi-imli/tikhi-imli-black--red-polycotton-printed-saree/10381759/buy,10381759,Tikhi Imli,Indian Wear,sarees,Women,1098,1998,45,4500.0%,Onesize,4.2,901,,,,,,,,
https://www.myntra.com/dresses/dressberry/dressberry-women-deep-navy-blue-romantic-florals-dress/10440496/buy,10440496,DressBerry,Western,dresses,Women,,1899,55,5500.0%,"XS, S, M, L, XL",4.3,901,,,,,,,,
https://www.myntra.com/jeans/roadster/roadster-men-blue-premium-mildly-distressed-acid-wash-skinny-fit-stretchable-lycra-fiber-jeans/9114357/buy,9114357,Roadster,Bottom Wear,jeans,Men,1349,2699,50,5000.0%,"28, 30, 32, 34, 36",3.5,900,,,,,,,,
https://www.myntra.com/kurtas/see-designs/see-designs-men-blue--beige-printed-straight-kurta/11312646/buy,11312646,See Designs,Indian Wear,kurtas,Men,989,2199,55,5500.0%,"S, XS, XL, XXL, L, M",4.1,900,,,,,,,,
https://www.myntra.com/tshirts/kook-n-keech-marvel/kook-n-keech-marvel-men-black--white-printed-round-neck-pure-cotton-t-shirt/8972475/buy,8972475,Kook N Keech Marvel,Topwear,tshirts,Men,319,799,60,6000.0%,"S, M, L, XL, XXL",4.2,900,,,,,,,,
https://www.myntra.com/tshirts/veirdo/veirdo-men-black-printed-round-neck-pure-cotton-t-shirt/12915204/buy,12915204,VEIRDO,Topwear,tshirts,Men,449,999,550,55000.0%,"S, M, L, XL, XXL, 3XL",4.6,900,,,,,,,,
https://www.myntra.com/kurtas/vishudh/vishudh-women-turquoise-blue-printed-straight-kurta/10649248/buy,10649248,Vishudh,Indian Wear,kurtas,Women,594,1449,59,5900.0%,"S, M, L, XL, XXL",4.1,900,,,,,,,,
https://www.myntra.com/tops/roadster/roadster-black-self-design-sustainable-top/11021016/buy,11021016,Roadster,Western,tops,Women,,1499,50,5000.0%,"XS, S, M, L, XL, XXL",4.4,900,,,,,,,,
https://www.myntra.com/jeans/roadster/roadster-women-navy-blue-skinny-fit-mid-rise-high-rise-clean-look-jeans/11118422/buy,11118422,Roadster,Western,jeans,Women,,1599,45,4500.0%,"26, 28, 30, 32, 34, 36",4.1,900,,,,,,,,
https://www.myntra.com/jeans/mast--harbour/mast--harbour-men-white-slim-fit-mid-rise-clean-look-stretchable-jeans/2485350/buy,2485350,Mast & Harbour,Bottom Wear,jeans,Men,919,2299,60,6000.0%,"28, 30, 32, 34, 36",3.6,899,,,,,,,,
https://www.myntra.com/trousers/invictus/invictus-navy-slim-fit-formal-trousers/1199569/buy,1199569,INVICTUS,Bottom Wear,trousers,Men,899,1799,50,5000.0%,"30, 32, 34, 36",4.2,899,,,,,,,,
https://www.myntra.com/socks/mast--harbour/mast--harbour-men-set-of-3-ankle-length-socks/1575063/buy,1575063,Mast & Harbour,Inner Wear &  Sleep Wear,socks,Men,466,549,15,1500.0%,Onesize,4.4,899,,,,,,,,
https://www.myntra.com/kurtas/indo-era/indo-era-women-burgundy--golden-ethnic-motifs-yoke-design-kurta/15098616/buy,15098616,Indo Era,Indian Wear,kurtas,Women,728,2699,73,7300.0%,"XS, S, M, L, XL, XXL",3.9,899,,,,,,,,
https://www.myntra.com/tshirts/herenow/herenow-love-is-in-the-air-boxy-t-shirt/8813173/buy,8813173,HERE&NOW,Plus Size,tshirts,Women,284,949,70,7000.0%,"XS, S, M, L, XL, XXL, 3XL",4.1,899,,,,,,,,
https://www.myntra.com/tops/veni-vidi-vici/veni-vidi-vici-black-self-design-crop-top/1617114/buy,1617114,Veni Vidi Vici,Western,tops,Women,,1290,60,6000.0%,"XS, S, M, L",4,899,,,,,,,,
https://www.myntra.com/trousers/sassafras/sassafras-women-black-smart-high-rise-graduated-flare-trousers/14994900/buy,14994900,SASSAFRAS,Western,trousers,Women,,1699,45,4500.0%,"26, 28, 30, 32, 34, 36",4.5,899,,,,,,,,
https://www.myntra.com/sarees/ishin/ishin-navy-poly-georgette-printed-saree/1566011/buy,1566011,Ishin,Indian Wear,sarees,Women,615,1119,45,4500.0%,Onesize,3.4,898,,,,,,,,
https://www.myntra.com/kurta-sets/vishudh/vishudh-women-maroon-ethnic-motifs-printed-regular-pure-cotton-kurta-with-trousers/10089243/buy,10089243,Vishudh,Indian Wear,kurta-sets,Women,764,2249,66,6600.0%,"S, M, L, XL, XXL",3.9,898,,,,,,,,
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-women-pack-of-2-cotton-t-shirts/17524634/buy,17524634,Mast & Harbour,Western,tshirts,Women,,1598,50,5000.0%,"XS, S, M, L, XL",4.2,898,,,,,,,,
https://www.myntra.com/jeans/tokyo-talkies/tokyo-talkies-women-black-super-skinny-fit-mid-rise-clean-look-stretchable-jeans/8083185/buy,8083185,Tokyo Talkies,Western,jeans,Women,,1899,62,6200.0%,"26, 28, 30, 32, 34",3.9,898,,,,,,,,
https://www.myntra.com/jeans/roadster/roadster-men-black-slim-fit-mid-rise-clean-look-stretchable-jeans/10064533/buy,10064533,Roadster,Bottom Wear,jeans,Men,719,1799,60,6000.0%,"28, 30, 32, 34, 36",3.9,897,,,,,,,,
https://www.myntra.com/leggings/twin-birds/twin-birds-women-black-solid-plus-ankle-length-leggings/11902186/buy,11902186,TWIN BIRDS,Western,leggings,Women,,549,,,"S, M, L",4.5,897,,,,,,,,
https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-ankle-length-pack-of-3-socks/2510307/buy,2510307,HRX by Hrithik Roshan,Inner Wear &  Sleep Wear,socks,Men,159,399,60,6000.0%,Onesize,4.3,896,,,,,,,,
https://www.myntra.com/kurtas/herenow/herenow-women-beige--maroon-printed-straight-kurta/12520604/buy,12520604,HERE&NOW,Indian Wear,kurtas,Women,472,1349,65,6500.0%,"XS, S, M, L, XL, XXL, 3XL",4.3,896,,,,,,,,
https://www.myntra.com/kurtas/varanga/varanga-women-lime-green-striped-kurta/14489508/buy,14489508,Varanga,Indian Wear,kurtas,Women,979,2799,65,6500.0%,"S, M, L, XL, XXL",4.1,896,,,,,,,,
https://www.myntra.com/track-pants/tokyo-talkies/tokyo-talkies-women-lavender-solid-regular-fit-track-pants/14062984/buy,14062984,Tokyo Talkies,Western,track-pants,Women,,1149,61,6100.0%,"S, M, L, XL",4.3,896,,,,,,,,
https://www.myntra.com/dresses/uf/uf-women-maroon-solid-maxi-dress/11099542/buy,11099542,U&F,Western,dresses,Women,,1699,60,6000.0%,"S, M, L, XL, XXL",4,896,,,,,,,,
https://www.myntra.com/dresses/athena/athena-lavender-scuba-bodycon-maxi-tulle-dress-with-ruffled-shoulder/15227166/buy,15227166,Athena,Western,dresses,Women,,2499,35,3500.0%,"XS, S, M, L, XL, XXL",4.5,896,,,,,,,,
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-women-white-printed-round-neck-t-shirt/8325383/buy,8325383,Mast & Harbour,Western,tshirts,Women,,799,55,5500.0%,"XS, S, M, L, XL",4.1,896,,,,,,,,
https://www.myntra.com/track-pants/maniac/maniac-men-black-solid-slim-fit-joggers/9436563/buy,9436563,Maniac,Bottom Wear,track-pants,Men,621,1109,44,4400.0%,"M, L, XL",3.8,895,,,,,,,,
https://www.myntra.com/lounge-pants/xyxx/xyxx-men-super-combed-cotton-pack-of-2-checkmate-lounge-pants-xypyjm2pckn05/10852574/buy,10852574,XYXX,Inner Wear &  Sleep Wear,lounge-pants,Men,1199,1499,300,30000.0%,"S, M, L, XL",4.3,895,,,,,,,,
https://www.myntra.com/jeans/high-star/high-star-women-black-bootcut-high-rise-clean-look-stretchable-jeans/13265560/buy,13265560,High Star,Western,jeans,Women,,1099,27,2700.0%,"28, 30, 32, 34, 36",4.1,895,,,,,,,,
https://www.myntra.com/jeans/herenow/herenow-men-grey-slim-tapered-fit-mid-rise-clean-look-stretchable-cropped-jeans/12183976/buy,12183976,HERE&NOW,Bottom Wear,jeans,Men,674,2699,75,7500.0%,"28, 30, 32, 34, 36",3.7,894,,,,,,,,
https://www.myntra.com/lounge-pants/vimal/vimal-men-pack-of-2-black-solid-lounge-pants/11807560/buy,11807560,VIMAL,Inner Wear &  Sleep Wear,lounge-pants,Men,881,1798,51,5100.0%,"S, M, L, XL, XXL",4.1,894,,,,,,,,
https://www.myntra.com/kurta-sets/anouk/anouk-women-grey--rust-orange-yellow-printed-kurta-with-palazzos/11201504/buy,11201504,Anouk,Indian Wear,kurta-sets,Women,839,2099,60,6000.0%,"XS, S, M, L, XL, XXL",4.1,894,,,,,,,,
https://www.myntra.com/lounge-pants/claura/claura-women-pack-of-2-black--grey-lounge-pants-lower-11-grey-blak/6632589/buy,6632589,Claura,Lingerie & Sleep Wear,lounge-pants,Women,991,1599,38,3800.0%,"M, L, XL",3.8,894,,,,,,,,
https://www.myntra.com/briefs/us-polo-assn/us-polo-assn-men-assorted-solid-briefs-i666-615-p1/10248005/buy,10248005,U.S. Polo Assn.,Inner Wear &  Sleep Wear,briefs,Men,265,279,5,500.0%,"S, M, L",4.1,893,,,,,,,,
https://www.myntra.com/shirts/locomotive/locomotive-men-blue--navy-blue-slim-fit-checked-casual-shirt/10341691/buy,10341691,LOCOMOTIVE,Topwear,shirts,Men,725,1649,56,5600.0%,"39, 40, 42, 44",4,893,,,,,,,,
https://www.myntra.com/tshirts/roadster/roadster-men-charcoal-grey-melange-solid-scoop-neck-pure-cotton-t-shirt-with-racer-back/11632492/buy,11632492,Roadster,Topwear,tshirts,Men,274,499,45,4500.0%,"XS, S, M, L, XL",4.2,893,,,,,,,,
https://www.myntra.com/tops/street-9/street-9-women-green-solid-satin-finish-bardot-top/8160645/buy,8160645,STREET 9,Western,tops,Women,,1699,50,5000.0%,"XS, S, M, L, XL",4.3,893,,,,,,,,
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-pure-cotton-colourblocked-t-shirts/17384212/buy,17384212,Roadster,Western,tshirts,Women,,1398,,,"XS, S, M, L, XL",4.1,893,,,,,,,,
https://www.myntra.com/kurta-sets/vishudh/vishudh-women-red--solid-kurta-with-trousers/7572940/buy,7572940,Vishudh,Indian Wear,kurta-sets,Women,1559,3249,52,5200.0%,"S, M, L, XL, XXL",4.1,892,,,,,,,,
https://www.myntra.com/tshirts/bewakoof/bewakoof-women-black-solid-round-neck-pure-cotton-t-shirt/12331848/buy,12331848,Bewakoof,Western,tshirts,Women,,449,38,3800.0%,"XS, S, M, L, XL, XXL, 3XL",4.4,892,,,,,,,,
https://www.myntra.com/sweatshirts/campus-sutra/campus-sutra-men-mustard-yellow-printed-hooded-sweatshirt/13070348/buy,13070348,Campus Sutra,Topwear,sweatshirts,Men,730,1699,57,5700.0%,"S, M, L, XL",4.3,891,,,,,,,,
https://www.myntra.com/shirts/roadster/the-roadster-lifestyle-co-men-maroon--grey-checked-sustainable-casual-shirt/10759302/buy,10759302,Roadster,Topwear,shirts,Men,1199,1999,40,4000.0%,"38, 40, 42, 44",4.3,891,,,,,,,,
https://www.myntra.com/sarees/mitera/mitera-maroon--gold-toned-silk-blend-woven-design-kanjeevaram-saree/11117398/buy,11117398,Mitera,Indian Wear,sarees,Women,1399,4999,72,7200.0%,Onesize,4.2,891,,,,,,,,
https://www.myntra.com/jeggings/dressberry/dressberry-women-black-washed-super-skinny-fit-jeggings/10967126/buy,10967126,DressBerry,Western,jeggings,Women,,1399,65,6500.0%,"26, 28, 30, 32, 34, 36",4.1,891,,,,,,,,
https://www.myntra.com/tshirts/roadster/roadster-women-black--blue-pack-of-2-typography-print-round-neck-knitted-t-shirts/17383532/buy,17383532,Roadster,Western,tshirts,Women,,1598,50,5000.0%,"XL, L, M, S, XS",4.4,891,,,,,,,,
https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black-pure-cotton-solid-track-pants-with-side-stripe-detail/4444122/buy,4444122,HRX by Hrithik Roshan,Western,track-pants,Women,,2099,65,6500.0%,"XS, S, M, L, XL",4,891,,,,,,,,
https://www.myntra.com/jeans/chemistry/chemistry-women-blue-flared-fit-mid-rise-clean-look-stretchable-jeans/8317537/buy,8317537,Chemistry,Western,jeans,Women,,2299,50,5000.0%,"26, 28, 30, 32, 34",4.3,891,,,,,,,,
https://www.myntra.com/dresses/sassafras/sassafras-green--pink-floral-printed-wrap-dress/10856364/buy,10856364,SASSAFRAS,Western,dresses,Women,,2399,56,5600.0%,"XS, S, M, L, XL, XXL",4.3,891,,,,,,,,
https://www.myntra.com/jeggings/roadster/roadster-women-blue-stretchable-jeggings/2367846/buy,2367846,Roadster,Western,jeggings,Women,,1999,,,"26, 28, 30, 32, 34, 36",4.2,891,,,,,,,,
https://www.myntra.com/shirts/highlander/highlander-men-maroon--navy-blue-slim-fit-checked-casual-shirt/8988447/buy,8988447,HIGHLANDER,Topwear,shirts,Men,751,1599,53,5300.0%,"39, 40, 42, 44",4,890,,,,,,,,
https://www.myntra.com/shirts/roadster/roadster-men-beige--red-checked-casual-reversible-sustainable-shirt/11896318/buy,11896318,Roadster,Topwear,shirts,Men,989,2199,55,5500.0%,"38, 40, 42, 44",4.1,890,,,,,,,,
https://www.myntra.com/kurtas/anayna/anayna-women-lime-green--off-white-bandhani-screen-print-cotton-angrakha-kurta/13932876/buy,13932876,anayna,Indian Wear,kurtas,Women,989,2199,55,5500.0%,"S, M, L, XL, XXL, 3XL",4.3,890,,,,,,,,
https://www.myntra.com/bra/jockey/jockey-black-moulded-cami-bra-ss12/27502/buy,27502,Jockey,Lingerie & Sleep Wear,bra,Women,,429,,,"32A, 32B, 32C, 34A, 34B, 34C, 36A, 36B, 36C, 38A, 38B, 38C",4.5,890,,,,,,,,
https://www.myntra.com/briefs/softrose/softrose-women-pack-of-3-boyshorts-sh7004pfc/782817/buy,782817,Softrose,Lingerie & Sleep Wear,briefs,Women,485,607,20,2000.0%,"S, M, L, XL, XXL",3.8,890,,,,,,,,
https://www.myntra.com/tops/pluss/pluss-women-sea-green-self-design-peplum-top/6521613/buy,6521613,plusS,Plus Size,tops,Women,554,1849,70,7000.0%,"S, M, L, XL, XXL, 3XL, 4XL",3.8,890,,,,,,,,
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-pure-cotton-typography-print-t-shirts/17384820/buy,17384820,Roadster,Western,tshirts,Women,,1398,50,5000.0%,"XS, S, M, L, XL",4.4,890,,,,,,,,
https://www.myntra.com/tops/street-9/street-9-dusty-rose-embellished-peplum-top/7287261/buy,7287261,STREET 9,Western,tops,Women,,1499,50,5000.0%,"XS, S, M, L, XL",4.3,890,,,,,,,,
https://www.myntra.com/tops/dressberry/dressberry-coral-pink-floral-high-low-top/8282019/buy,8282019,DressBerry,Western,tops,Women,,1499,55,5500.0%,"XS, S, M, L, XL",4.2,890,,,,,,,,
https://www.myntra.com/dupatta/taavi/taavi-women-black--grey-hand-block-print-sustainable-pure-cotton-dupatta/9345953/buy,9345953,Taavi,Indian Wear,dupatta,Women,494,1099,55,5500.0%,Onesize,4.6,889,,,,,,,,
https://www.myntra.com/sarees/saree-mall/saree-mall-charcoal-grey-embelished-detail-lace-saree/10264741/buy,10264741,Saree mall,Indian Wear,sarees,Women,881,2099,58,5800.0%,Onesize,4.3,889,,,,,,,,
https://www.myntra.com/tops/scorpius/scorpius-women-black-solid-crop-top/11966466/buy,11966466,SCORPIUS,Western,tops,Women,,1299,55,5500.0%,"S, M, L, XL",4.2,889,,,,,,,,
https://www.myntra.com/dresses/berrylush/berrylush-navy-blue-floral-printed-fit-and-flare-dress/13191668/buy,13191668,Berrylush,Western,dresses,Women,,1798,54,5400.0%,"S, M, L, XL",4.4,889,,,,,,,,
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-pure-cotton-t-shirts/17384032/buy,17384032,Roadster,Western,tshirts,Women,,1298,,,"L, M, S, XS, XL",4.3,889,,,,,,,,
https://www.myntra.com/jeans/highlander/highlander-men-blue-slim-fit-mid-rise-clean-look-acid-wash-stretchable-jeans/3077230/buy,3077230,HIGHLANDER,Bottom Wear,jeans,Men,849,1699,50,5000.0%,"30, 32, 34, 36, 38",3.6,888,,,,,,,,
https://www.myntra.com/socks/mast--harbour/mast--harbour-men-set-of-3-grey-melange-socks/618673/buy,618673,Mast & Harbour,Inner Wear &  Sleep Wear,socks,Men,179,449,60,6000.0%,Onesize,4.2,888,,,,,,,,
https://www.myntra.com/kurta-sets/ahalyaa/ahalyaa-women-green--burgundy-printed-kurta-with-churidar--dupatta/11080108/buy,11080108,Ahalyaa,Indian Wear,kurta-sets,Women,1739,4460,61,6100.0%,"S, M, L, XL, XXL",3.6,888,,,,,,,,
https://www.myntra.com/lounge-pants/claura/claura-women-pink--black-checked-lounge-pants/12096672/buy,12096672,Claura,Lingerie & Sleep Wear,lounge-pants,Women,699,999,30,3000.0%,"S, M, L, XL",4,888,,,,,,,,
https://www.myntra.com/sweatshirts/roadster/roadster-women-lavender-solid-sweatshirt/11991406/buy,11991406,Roadster,Western,sweatshirts,Women,,1199,60,6000.0%,"XS, S, M, L, XL, XXL",4.3,888,,,,,,,,
https://www.myntra.com/sweatshirts/sassafras/sassafras-women-sea-green-solid-boxy-cropped-sweatshirt/12222024/buy,12222024,SASSAFRAS,Western,sweatshirts,Women,,1299,50,5000.0%,"XS, S, M, L, XL",4.1,888,,,,,,,,
https://www.myntra.com/tops/roadster/roadster-women-maroon-solid-sustainable-top/10964434/buy,10964434,Roadster,Western,tops,Women,,799,60,6000.0%,"XS, S, M, L, XL",4.2,888,,,,,,,,
https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-women-black-solid-round-neck-pure-cotton-t-shirt/10301079/buy,10301079,Roadster,Western,tshirts,Women,,999,500,50000.0%,"XS, S, M, L, XL",4.4,888,,,,,,,,
https://www.myntra.com/shorts/highlander/highlander-men-black-solid-slim-fit-sports-shorts/13842332/buy,13842332,HIGHLANDER,Bottom Wear,shorts,Men,374,749,50,5000.0%,"30, 32, 34, 36",4.3,887,,,,,,,,
https://www.myntra.com/jeans/wrogn/wrogn-men-blue-skinny-fit-mid-rise-clean-look-stretchable-jeans/8673407/buy,8673407,WROGN,Bottom Wear,jeans,Men,1539,2799,45,4500.0%,"28, 30, 32, 34, 36, 38",4,887,,,,,,,,
https://www.myntra.com/trousers/invictus/invictus-black-slim-fit-formal-trousers/1199568/buy,1199568,INVICTUS,Bottom Wear,trousers,Men,899,1799,50,5000.0%,"30, 32, 34, 36",4.1,887,,,,,,,,
https://www.myntra.com/jackets/hrx-by-hrithik-roshan/hrx-active-by-hrithik-roshan-men-grey-solid-sporty-jacket/4923947/buy,4923947,HRX by Hrithik Roshan,Sports Wear,jackets,Men,,2199,,,"S, M, L, XL, XXL",3.8,887,,,,,,,,
https://www.myntra.com/jackets/highlander/highlander-men-blue-solid-denim-jacket-jacket/11009086/buy,11009086,HIGHLANDER,Topwear,jackets,Men,1151,2449,53,5300.0%,"S, M, L, XL",4.1,887,,,,,,,,
